Nom,Prenom,CodeEtudiant,CodeUE,Annee,Note
Miller,Ricardo,2221550,HAI630,2024-2025,18.3
Smith,Lebron,2221170,HAI288,2024-2025,19.0
Martinez,Dorian,2221688,HAI778,2024-2025,17.2
Davis,Dorian,2221367,HAI258,2024-2025,15.1
Valjean,Nicolas,2221011,HAI304,2024-2025,14.2
Bonaparte,John,2221230,HAI586,2024-2025,18.7
Gates,Rayman,2221848,HAI666,2024-2025,12.1
Johnson,Rayman,2221187,HAI537,2024-2025,10.4
Williams,Rayman,2221890,HAI570,2024-2025,15.3
Johnson,Lebron,2221275,HAI796,2024-2025,18.5
Brown,Linda,2221512,HAI970,2024-2025,10.1
Brown,David,2221429,HAI180,2024-2025,18.8
Dupont,Linda,2221512,HAI586,2024-2025,18.3
Jobs,Mario,2221372,HAI412,2024-2025,14.8
Davis,Patricia,2221083,HAI823,2024-2025,14.6
Dupont,David,2221462,HAI970,2024-2025,13.6
Bonaparte,Jennifer,2221907,HAI188,2024-2025,18.3
Jameson,Lebron,2221453,HAI654,2024-2025,15.8
Davis,Josselin,2221184,HAI921,2024-2025,11.0
Jones,Steve,2221322,HAI723,2024-2025,11.0
Jones,Kevin,2221025,HAI613,2024-2025,11.6
Rodriguez,Kylian,2221703,HAI830,2024-2025,15.5
Bourbon,Patricia,2221303,HAI807,2024-2025,11.5
Miller,Michael,2221285,HAI792,2024-2025,18.0
Miller,Luigi,2221200,HAI363,2024-2025,13.4
Leroy,Jennifer,2221203,HAI165,2024-2025,19.3
Brown,Elon,2221781,HAI920,2024-2025,10.6
Lefevre,Donald,2221956,HAI167,2024-2025,11.4
Jones,Elizabeth,2221696,HAI432,2024-2025,13.8
Dupont,Elon,2221858,HAI289,2024-2025,11.2
Jones,John,2221561,HAI382,2024-2025,19.0
Rodriguez,Mary,2221512,HAI230,2024-2025,12.1
Trump,Dorian,2221230,HAI539,2024-2025,19.7
Bourbon,Josselin,2221427,HAI480,2024-2025,18.4
Bonaparte,Donald,2221321,HAI978,2024-2025,17.5
Gates,Kylian,2221066,HAI470,2024-2025,14.2
Miller,Florian,2221502,HAI395,2024-2025,15.8
Valjean,Linda,2221389,HAI674,2024-2025,13.0
Bros,Mary,2221617,HAI243,2024-2025,11.0
Valjean,David,2221920,HAI444,2024-2025,10.4
Leroux,Dorian,2221878,HAI583,2024-2025,17.3
Smith,Mary,2221560,HAI463,2024-2025,16.0
Trump,Patricia,2221123,HAI108,2024-2025,11.5
Jameson,Jennifer,2221337,HAI521,2024-2025,10.8
Gates,Mary,2221164,HAI816,2024-2025,14.2
Johnson,Mary,2221538,HAI520,2024-2025,12.2
Williams,Mary,2221154,HAI381,2024-2025,16.0
Brown,Lebron,2221198,HAI462,2024-2025,16.6
Jobs,Elon,2221552,HAI954,2024-2025,16.4
Dupont,Lebron,2221087,HAI607,2024-2025,16.9
Dough,Dorian,2221459,HAI227,2024-2025,19.4
Lefevre,Ricardo,2221308,HAI779,2024-2025,12.7
Trump,Josselin,2221541,HAI362,2024-2025,16.8
Valjean,Elon,2221236,HAI358,2024-2025,18.9
Musk,Robert,2221663,HAI305,2024-2025,13.6
Martinez,Robert,2221711,HAI837,2024-2025,18.6
Davis,Robert,2221951,HAI379,2024-2025,10.0
Musk,James,2221045,HAI831,2024-2025,15.6
Bourbon,Nicolas,2221593,HAI213,2024-2025,13.8
Jones,Donald,2221784,HAI778,2024-2025,12.7
Martinez,James,2221687,HAI167,2024-2025,16.1
Jameson,Donald,2221455,HAI705,2024-2025,19.6
Dupont,Elizabeth,2221361,HAI393,2024-2025,13.0
Bourbon,Napoleon,2221039,HAI817,2024-2025,10.4
Valjean,Lebron,2221326,HAI895,2024-2025,18.7
Lefevre,Michael,2221245,HAI687,2024-2025,11.7
Lefevre,Luigi,2221142,HAI589,2024-2025,12.2
Brown,Jennifer,2221378,HAI894,2024-2025,12.3
Dupont,Jennifer,2221014,HAI772,2024-2025,13.9
Bonaparte,Patricia,2221096,HAI471,2024-2025,14.2
Bonaparte,Michael,2221052,HAI117,2024-2025,19.0
Jobs,Steve,2221894,HAI164,2024-2025,17.1
Jobs,Kevin,2221344,HAI800,2024-2025,16.3
Bourbon,Pio,2221851,HAI284,2024-2025,10.4
Leroy,Dorian,2221551,HAI586,2024-2025,11.0
Garcia,Kylian,2221928,HAI777,2024-2025,15.5
Trump,Napoleon,2221484,HAI827,2024-2025,17.6
Bros,Dorian,2221137,HAI169,2024-2025,12.2
Jones,Ricardo,2221773,HAI880,2024-2025,18.5
Jobs,Elizabeth,2221712,HAI614,2024-2025,16.7
Smith,Dorian,2221356,HAI974,2024-2025,11.4
Bonaparte,Josselin,2221984,HAI930,2024-2025,12.5
Musk,Mario,2221220,HAI762,2024-2025,18.5
Jobs,John,2221422,HAI972,2024-2025,11.1
Leroy,Patricia,2221844,HAI535,2024-2025,16.6
Miller,Linda,2221767,HAI494,2024-2025,13.6
Bourbon,Linda,2221647,HAI560,2024-2025,11.9
Martinez,Mario,2221825,HAI782,2024-2025,10.6
Miller,David,2221411,HAI424,2024-2025,10.9
Garcia,Mary,2221652,HAI282,2024-2025,16.2
Leroux,Robert,2221443,HAI226,2024-2025,15.7
Bourbon,David,2221169,HAI252,2024-2025,15.1
Johnson,Dorian,2221825,HAI732,2024-2025,18.3
Leroux,James,2221057,HAI367,2024-2025,14.8
Trump,Pio,2221945,HAI961,2024-2025,14.9
Dupont,Donald,2221241,HAI252,2024-2025,16.8
Jameson,Dorian,2221991,HAI628,2024-2025,13.5
Leroy,Josselin,2221058,HAI726,2024-2025,10.7
Valjean,Jennifer,2221272,HAI897,2024-2025,14.3
Dough,Robert,2221101,HAI294,2024-2025,11.4
Jones,Patricia,2221784,HAI798,2024-2025,19.1
Lefevre,Nicolas,2221567,HAI923,2024-2025,11.3
Miller,Elon,2221903,HAI435,2024-2025,15.3
Jones,Michael,2221627,HAI473,2024-2025,13.2
Jameson,Patricia,2221361,HAI859,2024-2025,15.7
Dough,James,2221906,HAI930,2024-2025,18.5
Bonaparte,Nicolas,2221065,HAI277,2024-2025,15.8
Davis,Rayman,2221471,HAI215,2024-2025,12.8
Jones,Josselin,2221430,HAI458,2024-2025,19.8
Jameson,Josselin,2221347,HAI346,2024-2025,11.6
Jobs,Donald,2221923,HAI499,2024-2025,19.6
Bonaparte,Napoleon,2221983,HAI900,2024-2025,19.9
Valjean,Donald,2221317,HAI314,2024-2025,10.5
Bourbon,Rayman,2221355,HAI471,2024-2025,16.1
Miller,Lebron,2221657,HAI316,2024-2025,19.2
Bourbon,Lebron,2221965,HAI777,2024-2025,10.9
Brown,Dorian,2221794,HAI989,2024-2025,16.3
Rodriguez,Florian,2221268,HAI484,2024-2025,14.8
Bonaparte,Pio,2221299,HAI695,2024-2025,11.7
Leroy,Robert,2221560,HAI614,2024-2025,19.4
Bros,Robert,2221881,HAI169,2024-2025,11.7
Lefevre,Linda,2221797,HAI474,2024-2025,11.1
Musk,Kylian,2221726,HAI369,2024-2025,15.4
Rodriguez,James,2221299,HAI162,2024-2025,10.5
Lefevre,David,2221176,HAI394,2024-2025,19.8
Leroy,James,2221667,HAI978,2024-2025,19.5
Jones,Nicolas,2221749,HAI151,2024-2025,12.3
Smith,Robert,2221170,HAI254,2024-2025,12.0
Brown,Patricia,2221308,HAI229,2024-2025,10.7
Jobs,Ricardo,2221892,HAI865,2024-2025,12.7
Bros,James,2221879,HAI140,2024-2025,16.4
Dupont,Patricia,2221700,HAI128,2024-2025,17.5
Miller,Elizabeth,2221053,HAI972,2024-2025,14.5
Martinez,Kylian,2221297,HAI508,2024-2025,19.8
Trump,Rayman,2221520,HAI950,2024-2025,14.7
Gates,Florian,2221162,HAI425,2024-2025,14.2
Bonaparte,Linda,2221266,HAI164,2024-2025,18.4
Smith,James,2221435,HAI840,2024-2025,17.4
Bonaparte,David,2221472,HAI987,2024-2025,10.5
Jones,Napoleon,2221489,HAI267,2024-2025,17.7
Johnson,Robert,2221453,HAI650,2024-2025,19.4
Williams,Robert,2221990,HAI276,2024-2025,16.4
Jameson,Napoleon,2221213,HAI138,2024-2025,14.4
Brown,Josselin,2221634,HAI876,2024-2025,11.3
Gates,James,2221092,HAI290,2024-2025,14.2
Dupont,Josselin,2221299,HAI674,2024-2025,16.8
Johnson,James,2221083,HAI771,2024-2025,17.7
Williams,James,2221110,HAI722,2024-2025,13.6
Davis,Mary,2221534,HAI278,2024-2025,15.2
Lefevre,Elon,2221157,HAI524,2024-2025,10.8
Musk,Steve,2221823,HAI273,2024-2025,16.3
Musk,Kevin,2221021,HAI867,2024-2025,18.0
Miller,Jennifer,2221803,HAI871,2024-2025,18.9
Valjean,Dorian,2221669,HAI279,2024-2025,10.9
Martinez,Steve,2221524,HAI716,2024-2025,16.5
Musk,Elizabeth,2221253,HAI352,2024-2025,15.0
Jones,Pio,2221758,HAI490,2024-2025,16.9
Jameson,Pio,2221968,HAI856,2024-2025,17.7
Musk,John,2221314,HAI429,2024-2025,12.0
Jobs,Michael,2221241,HAI985,2024-2025,19.5
Jobs,Luigi,2221606,HAI726,2024-2025,17.5
Bourbon,Mary,2221173,HAI558,2024-2025,10.5
Valjean,Patricia,2221634,HAI722,2024-2025,16.8
Rodriguez,Mario,2221521,HAI358,2024-2025,19.8
Jones,Linda,2221942,HAI779,2024-2025,14.3
Jones,David,2221649,HAI485,2024-2025,14.4
Smith,Mario,2221971,HAI511,2024-2025,14.3
Valjean,Josselin,2221251,HAI187,2024-2025,17.5
Lefevre,Lebron,2221564,HAI845,2024-2025,14.3
Miller,Donald,2221091,HAI835,2024-2025,17.5
Dupont,Nicolas,2221629,HAI820,2024-2025,18.9
Leroux,Kylian,2221500,HAI869,2024-2025,19.1
Bonaparte,Rayman,2221038,HAI754,2024-2025,18.6
Gates,Mario,2221117,HAI338,2024-2025,18.3
Bonaparte,Lebron,2221146,HAI761,2024-2025,17.6
Johnson,Mario,2221446,HAI123,2024-2025,18.1
Williams,Mario,2221239,HAI912,2024-2025,11.6
Trump,Mary,2221094,HAI279,2024-2025,14.5
Dupont,Napoleon,2221651,HAI109,2024-2025,18.7
Brown,Robert,2221274,HAI882,2024-2025,11.1
Dough,Kylian,2221328,HAI399,2024-2025,12.2
Garcia,Florian,2221908,HAI633,2024-2025,13.5
Leroux,Steve,2221270,HAI819,2024-2025,11.9
Jobs,Nicolas,2221416,HAI866,2024-2025,19.2
Dupont,Pio,2221197,HAI990,2024-2025,11.7
Jobs,Napoleon,2221112,HAI146,2024-2025,10.8
Lefevre,Jennifer,2221954,HAI373,2024-2025,11.1
Jones,Rayman,2221468,HAI724,2024-2025,14.0
Valjean,Napoleon,2221813,HAI616,2024-2025,10.5
Jameson,Rayman,2221340,HAI478,2024-2025,19.0
Jones,Lebron,2221456,HAI770,2024-2025,11.2
Bourbon,Dorian,2221884,HAI271,2024-2025,15.6
Musk,Ricardo,2221249,HAI369,2024-2025,18.4
Jobs,Pio,2221904,HAI785,2024-2025,15.7
Bonaparte,Mary,2221920,HAI336,2024-2025,10.2
Martinez,Ricardo,2221058,HAI282,2024-2025,11.0
Leroy,Kylian,2221738,HAI435,2024-2025,19.1
Miller,Patricia,2221502,HAI792,2024-2025,18.8
Valjean,Pio,2221418,HAI889,2024-2025,14.6
Bros,Kylian,2221785,HAI278,2024-2025,19.2
Smith,Kylian,2221059,HAI374,2024-2025,11.5
Garcia,Mario,2221129,HAI320,2024-2025,15.5
Jobs,Linda,2221617,HAI537,2024-2025,13.0
Miller,Josselin,2221533,HAI500,2024-2025,12.3
Leroy,Mary,2221546,HAI164,2024-2025,19.2
Jobs,David,2221725,HAI895,2024-2025,17.7
Johnson,Kylian,2221607,HAI823,2024-2025,14.4
Williams,Kylian,2221950,HAI301,2024-2025,18.3
Rodriguez,Steve,2221238,HAI181,2024-2025,12.0
Rodriguez,Kevin,2221528,HAI869,2024-2025,10.9
Jones,Jennifer,2221488,HAI825,2024-2025,13.2
Bros,Steve,2221781,HAI175,2024-2025,19.8
Musk,Michael,2221907,HAI378,2024-2025,13.2
Musk,Luigi,2221603,HAI236,2024-2025,11.9
Rodriguez,Elizabeth,2221423,HAI236,2024-2025,14.1
Smith,Steve,2221870,HAI377,2024-2025,19.6
Brown,Rayman,2221565,HAI618,2024-2025,10.5
Martinez,Michael,2221087,HAI233,2024-2025,14.2
Martinez,Luigi,2221936,HAI472,2024-2025,15.3
Dupont,Rayman,2221635,HAI928,2024-2025,18.1
Rodriguez,John,2221495,HAI445,2024-2025,12.5
Jones,Mary,2221641,HAI860,2024-2025,19.6
Gates,Steve,2221994,HAI879,2024-2025,13.2
Gates,Kevin,2221919,HAI526,2024-2025,11.7
Jameson,Mary,2221053,HAI769,2024-2025,11.3
Musk,Florian,2221609,HAI675,2024-2025,15.1
Johnson,Steve,2221700,HAI610,2024-2025,19.7
Williams,Steve,2221962,HAI617,2024-2025,13.7
Williams,Kevin,2221540,HAI731,2024-2025,13.9
Gates,Elizabeth,2221125,HAI307,2024-2025,14.5
Martinez,Florian,2221511,HAI286,2024-2025,10.5
Davis,Florian,2221980,HAI861,2024-2025,17.7
Leroux,Ricardo,2221583,HAI979,2024-2025,13.4
Miller,Nicolas,2221660,HAI488,2024-2025,10.1
Gates,John,2221089,HAI958,2024-2025,17.9
Williams,John,2221019,HAI947,2024-2025,19.1
Davis,James,2221842,HAI372,2024-2025,19.9
Lefevre,Dorian,2221666,HAI510,2024-2025,13.4
Miller,Napoleon,2221048,HAI438,2024-2025,16.0
Jobs,Rayman,2221409,HAI112,2024-2025,18.6
Bonaparte,Dorian,2221416,HAI488,2024-2025,11.3
Jobs,Lebron,2221352,HAI441,2024-2025,16.2
Bourbon,Robert,2221475,HAI427,2024-2025,13.5
Valjean,Rayman,2221694,HAI443,2024-2025,12.5
Lefevre,Patricia,2221057,HAI864,2024-2025,11.4
Brown,Kylian,2221663,HAI787,2024-2025,18.4
Bourbon,James,2221828,HAI485,2024-2025,11.1
Musk,Nicolas,2221272,HAI764,2024-2025,15.0
Rodriguez,Donald,2221151,HAI951,2024-2025,18.3
Miller,Pio,2221603,HAI354,2024-2025,13.0
Lefevre,Josselin,2221257,HAI702,2024-2025,15.6
Leroux,Luigi,2221595,HAI741,2024-2025,16.8
Brown,Mary,2221605,HAI155,2024-2025,12.3
Dupont,Mary,2221379,HAI529,2024-2025,13.4
Trump,Robert,2221240,HAI267,2024-2025,10.4
Gates,Donald,2221276,HAI582,2024-2025,17.5
Leroux,Florian,2221299,HAI287,2024-2025,17.7
Trump,James,2221530,HAI518,2024-2025,14.1
Davis,Mario,2221111,HAI951,2024-2025,17.4
Dough,Luigi,2221548,HAI431,2024-2025,14.0
Jones,Dorian,2221221,HAI918,2024-2025,19.3
Garcia,Steve,2221648,HAI384,2024-2025,19.2
Jobs,Jennifer,2221887,HAI963,2024-2025,14.3
Garcia,Kevin,2221878,HAI790,2024-2025,10.6
Rodriguez,Ricardo,2221854,HAI364,2024-2025,12.7
Dough,Florian,2221834,HAI751,2024-2025,13.1
Bros,Ricardo,2221762,HAI546,2024-2025,11.5
Garcia,Elizabeth,2221210,HAI584,2024-2025,19.7
Bourbon,Mario,2221074,HAI733,2024-2025,13.2
Smith,Ricardo,2221710,HAI701,2024-2025,17.5
Musk,Linda,2221400,HAI343,2024-2025,12.9
Garcia,John,2221678,HAI911,2024-2025,18.5
Musk,David,2221571,HAI204,2024-2025,12.0
Valjean,Mary,2221620,HAI103,2024-2025,12.5
Gates,Ricardo,2221000,HAI120,2024-2025,15.1
Martinez,David,2221073,HAI590,2024-2025,19.3
Lefevre,Napoleon,2221028,HAI795,2024-2025,13.2
Johnson,Ricardo,2221838,HAI803,2024-2025,10.5
Williams,Ricardo,2221181,HAI781,2024-2025,14.2
Lefevre,Robert,2221208,HAI555,2024-2025,19.0
Trump,Mario,2221658,HAI435,2024-2025,13.8
Rodriguez,Michael,2221209,HAI511,2024-2025,14.9
Rodriguez,Luigi,2221472,HAI784,2024-2025,17.2
Bonaparte,Robert,2221403,HAI896,2024-2025,15.0
Musk,Elon,2221230,HAI182,2024-2025,14.9
Miller,Rayman,2221574,HAI674,2024-2025,18.4
Leroux,Mario,2221242,HAI949,2024-2025,19.1
Bros,Luigi,2221208,HAI107,2024-2025,13.0
Lefevre,Pio,2221246,HAI496,2024-2025,18.8
Martinez,Elon,2221993,HAI767,2024-2025,10.6
Bonaparte,James,2221182,HAI461,2024-2025,11.0
Smith,Michael,2221966,HAI742,2024-2025,13.5
Smith,Luigi,2221066,HAI783,2024-2025,16.5
Leroy,Florian,2221865,HAI766,2024-2025,12.3
Dupont,Dorian,2221574,HAI500,2024-2025,17.3
Gates,Michael,2221583,HAI838,2024-2025,19.9
Gates,Luigi,2221426,HAI769,2024-2025,18.3
Bros,Florian,2221471,HAI350,2024-2025,19.6
Johnson,Michael,2221268,HAI915,2024-2025,17.2
Johnson,Luigi,2221789,HAI207,2024-2025,19.6
Williams,Michael,2221749,HAI945,2024-2025,13.0
Williams,Luigi,2221352,HAI619,2024-2025,19.3
Garcia,Donald,2221413,HAI336,2024-2025,14.7
Dough,Mario,2221158,HAI502,2024-2025,18.4
Smith,Florian,2221890,HAI380,2024-2025,15.7
Davis,Kylian,2221593,HAI302,2024-2025,18.6
Musk,Lebron,2221307,HAI677,2024-2025,18.3
Johnson,Florian,2221431,HAI172,2024-2025,15.5
Williams,Florian,2221812,HAI768,2024-2025,14.6
Jones,Robert,2221251,HAI836,2024-2025,13.2
Jameson,Robert,2221834,HAI890,2024-2025,14.4
Jobs,Dorian,2221271,HAI320,2024-2025,11.3
Jones,James,2221502,HAI718,2024-2025,16.9
Bourbon,Kylian,2221352,HAI986,2024-2025,19.7
Rodriguez,Nicolas,2221099,HAI287,2024-2025,18.7
Jameson,James,2221580,HAI709,2024-2025,19.6
Davis,Steve,2221474,HAI830,2024-2025,10.7
Garcia,Ricardo,2221023,HAI718,2024-2025,12.8
Davis,Kevin,2221492,HAI867,2024-2025,12.1
Martinez,Kevin,2221816,HAI483,2024-2025,18.4
Leroux,Elon,2221272,HAI889,2024-2025,13.1
Rodriguez,Napoleon,2221679,HAI220,2024-2025,19.2
Jobs,Patricia,2221711,HAI330,2024-2025,11.4
Martinez,Elizabeth,2221744,HAI738,2024-2025,14.5
Davis,Elizabeth,2221283,HAI670,2024-2025,17.3
Miller,Mary,2221257,HAI839,2024-2025,12.0
Gates,Nicolas,2221579,HAI340,2024-2025,18.6
Martinez,John,2221639,HAI829,2024-2025,15.7
Davis,John,2221756,HAI386,2024-2025,12.9
Leroy,Mario,2221570,HAI718,2024-2025,17.1
Williams,Nicolas,2221687,HAI979,2024-2025,13.5
Bourbon,Steve,2221107,HAI268,2024-2025,17.0
Jobs,Josselin,2221129,HAI528,2024-2025,19.3
Bros,Mario,2221837,HAI158,2024-2025,10.6
Trump,Kylian,2221957,HAI396,2024-2025,16.4
Lefevre,Rayman,2221897,HAI130,2024-2025,10.3
Dough,Elon,2221110,HAI728,2024-2025,12.9
Gates,Napoleon,2221939,HAI412,2024-2025,16.4
Musk,Jennifer,2221401,HAI366,2024-2025,19.9
Rodriguez,Pio,2221124,HAI889,2024-2025,14.0
Martinez,Jennifer,2221134,HAI120,2024-2025,19.7
Garcia,Michael,2221426,HAI965,2024-2025,19.6
Garcia,Luigi,2221198,HAI259,2024-2025,17.4
Brown,Florian,2221559,HAI851,2024-2025,13.2
Jameson,Mario,2221879,HAI758,2024-2025,11.5
Dupont,Robert,2221457,HAI557,2024-2025,18.8
Rodriguez,Linda,2221331,HAI778,2024-2025,17.9
Trump,Steve,2221105,HAI836,2024-2025,19.4
Trump,Kevin,2221670,HAI548,2024-2025,16.7
Gates,Pio,2221927,HAI721,2024-2025,10.3
Rodriguez,David,2221061,HAI524,2024-2025,19.3
Brown,James,2221044,HAI586,2024-2025,15.8
Dupont,James,2221401,HAI131,2024-2025,10.8
Musk,Donald,2221138,HAI249,2024-2025,12.3
Leroux,Kevin,2221903,HAI445,2024-2025,10.4
Smith,David,2221862,HAI511,2024-2025,11.0
Martinez,Donald,2221269,HAI320,2024-2025,17.4
Davis,Donald,2221046,HAI898,2024-2025,11.8
Trump,John,2221866,HAI941,2024-2025,12.6
Leroux,Elizabeth,2221967,HAI323,2024-2025,14.4
Gates,Linda,2221500,HAI501,2024-2025,13.7
Gates,David,2221682,HAI661,2024-2025,10.8
Williams,Linda,2221157,HAI338,2024-2025,14.3
Leroux,John,2221742,HAI847,2024-2025,13.9
Johnson,David,2221941,HAI612,2024-2025,11.5
Williams,David,2221804,HAI489,2024-2025,17.1
Rodriguez,Elon,2221332,HAI570,2024-2025,16.3
Dough,Steve,2221561,HAI588,2024-2025,11.0
Dough,Kevin,2221810,HAI917,2024-2025,17.9
Leroy,Elon,2221728,HAI129,2024-2025,19.0
Bros,Elon,2221469,HAI331,2024-2025,14.4
Jobs,Robert,2221216,HAI663,2024-2025,17.5
Bonaparte,Kylian,2221961,HAI995,2024-2025,12.9
Dough,Elizabeth,2221640,HAI541,2024-2025,19.7
Smith,Elon,2221957,HAI552,2024-2025,15.5
Valjean,Robert,2221985,HAI230,2024-2025,12.1
Miller,Dorian,2221994,HAI583,2024-2025,17.3
Lefevre,Mary,2221616,HAI967,2024-2025,13.9
Leroux,Jennifer,2221553,HAI858,2024-2025,18.9
Jobs,James,2221777,HAI501,2024-2025,10.9
Dough,John,2221036,HAI735,2024-2025,18.7
Gates,Elon,2221798,HAI174,2024-2025,18.7
Garcia,Nicolas,2221827,HAI288,2024-2025,20.0
Valjean,James,2221036,HAI667,2024-2025,15.6
Johnson,Elon,2221130,HAI450,2024-2025,14.6
Williams,Elon,2221533,HAI819,2024-2025,17.4
Brown,Mario,2221474,HAI615,2024-2025,14.1
Davis,Ricardo,2221006,HAI677,2024-2025,12.9
Dupont,Mario,2221214,HAI701,2024-2025,14.5
Garcia,Napoleon,2221553,HAI184,2024-2025,12.7
Dough,Jennifer,2221399,HAI364,2024-2025,19.3
Bonaparte,Steve,2221367,HAI491,2024-2025,10.5
Rodriguez,Lebron,2221817,HAI841,2024-2025,18.2
Musk,Dorian,2221609,HAI738,2024-2025,18.4
Leroux,Donald,2221243,HAI926,2024-2025,15.7
Bourbon,Ricardo,2221700,HAI144,2024-2025,14.2
Leroy,Steve,2221840,HAI625,2024-2025,11.9
Jones,Kylian,2221331,HAI819,2024-2025,10.1
Garcia,Pio,2221718,HAI440,2024-2025,19.2
Leroy,Kevin,2221426,HAI367,2024-2025,14.1
Gates,Lebron,2221990,HAI365,2024-2025,18.2
Musk,Patricia,2221262,HAI282,2024-2025,16.1
Jameson,Kylian,2221690,HAI109,2024-2025,13.4
Bros,Kevin,2221503,HAI423,2024-2025,18.2
Williams,Lebron,2221015,HAI671,2024-2025,18.4
Leroy,Elizabeth,2221829,HAI402,2024-2025,18.5
Martinez,Patricia,2221924,HAI635,2024-2025,11.5
Smith,Kevin,2221481,HAI618,2024-2025,11.6
Davis,Michael,2221204,HAI601,2024-2025,16.8
Davis,Luigi,2221317,HAI959,2024-2025,13.1
Dough,Donald,2221200,HAI975,2024-2025,18.6
Bros,Elizabeth,2221332,HAI327,2024-2025,16.9
Valjean,Mario,2221130,HAI807,2024-2025,16.6
Leroy,John,2221499,HAI313,2024-2025,11.4
Musk,Josselin,2221979,HAI627,2024-2025,11.9
Smith,Elizabeth,2221617,HAI652,2024-2025,17.8
Garcia,Linda,2221599,HAI894,2024-2025,12.8
Bros,John,2221641,HAI766,2024-2025,15.6
Garcia,David,2221100,HAI876,2024-2025,13.2
Trump,Ricardo,2221746,HAI135,2024-2025,12.0
Johnson,Kevin,2221631,HAI604,2024-2025,16.4
Martinez,Josselin,2221764,HAI646,2024-2025,10.8
Smith,John,2221628,HAI391,2024-2025,13.2
Jameson,Steve,2221364,HAI624,2024-2025,16.9
Jameson,Kevin,2221582,HAI591,2024-2025,12.5
Johnson,Elizabeth,2221569,HAI508,2024-2025,17.9
Williams,Elizabeth,2221465,HAI394,2024-2025,17.8
Rodriguez,Jennifer,2221225,HAI678,2024-2025,19.5
Bourbon,Michael,2221637,HAI965,2024-2025,16.6
Bourbon,Luigi,2221090,HAI666,2024-2025,10.1
Bros,Jennifer,2221405,HAI999,2024-2025,18.2
Johnson,John,2221740,HAI449,2024-2025,10.9
Jameson,Elizabeth,2221338,HAI943,2024-2025,15.6
Smith,Jennifer,2221268,HAI177,2024-2025,14.8
Jameson,John,2221819,HAI894,2024-2025,13.4
Garcia,Elon,2221142,HAI127,2024-2025,16.8
Bourbon,Florian,2221489,HAI776,2024-2025,11.9
Gates,Jennifer,2221121,HAI134,2024-2025,10.3
Dough,Ricardo,2221755,HAI428,2024-2025,16.1
Miller,Robert,2221710,HAI255,2024-2025,19.5
Johnson,Jennifer,2221601,HAI438,2024-2025,16.0
Williams,Jennifer,2221545,HAI810,2024-2025,13.7
Miller,James,2221463,HAI984,2024-2025,13.3
Trump,Michael,2221731,HAI196,2024-2025,10.7
Dupont,Kylian,2221455,HAI319,2024-2025,17.7
Trump,Luigi,2221671,HAI480,2024-2025,19.6
Leroy,Donald,2221316,HAI567,2024-2025,13.5
Martinez,Nicolas,2221779,HAI874,2024-2025,15.8
Davis,Nicolas,2221753,HAI366,2024-2025,17.7
Leroux,Patricia,2221573,HAI776,2024-2025,10.7
Bros,Donald,2221642,HAI414,2024-2025,16.3
Leroux,Michael,2221973,HAI799,2024-2025,15.9
Musk,Napoleon,2221574,HAI265,2024-2025,19.8
Smith,Donald,2221880,HAI744,2024-2025,19.0
Trump,Florian,2221872,HAI148,2024-2025,14.8
Garcia,Rayman,2221424,HAI670,2024-2025,17.1
Davis,Napoleon,2221207,HAI221,2024-2025,13.6
Martinez,Napoleon,2221997,HAI568,2024-2025,12.9
Garcia,Lebron,2221093,HAI428,2024-2025,15.9
Leroux,Josselin,2221204,HAI707,2024-2025,14.1
Bonaparte,Ricardo,2221438,HAI505,2024-2025,14.7
Brown,Steve,2221811,HAI186,2024-2025,18.9
Brown,Kevin,2221251,HAI355,2024-2025,17.7
Dough,Patricia,2221333,HAI799,2024-2025,18.3
Johnson,Donald,2221552,HAI773,2024-2025,18.8
Williams,Donald,2221582,HAI833,2024-2025,19.9
Dupont,Steve,2221655,HAI931,2024-2025,13.7
Dough,Michael,2221848,HAI399,2024-2025,19.8
Dupont,Kevin,2221598,HAI596,2024-2025,14.4
Brown,Elizabeth,2221030,HAI891,2024-2025,19.1
Musk,Pio,2221896,HAI656,2024-2025,12.0
Jobs,Kylian,2221757,HAI734,2024-2025,13.9
Brown,John,2221491,HAI406,2024-2025,11.6
Dough,Josselin,2221228,HAI793,2024-2025,17.6
Valjean,Kylian,2221780,HAI273,2024-2025,17.7
Martinez,Pio,2221269,HAI371,2024-2025,19.8
Davis,Pio,2221285,HAI160,2024-2025,10.1
Dupont,John,2221861,HAI379,2024-2025,15.2
Leroy,Ricardo,2221102,HAI710,2024-2025,13.4
Miller,Mario,2221551,HAI304,2024-2025,20.0
Jobs,Mary,2221156,HAI400,2024-2025,15.2
Trump,Nicolas,2221825,HAI866,2024-2025,19.4
Martinez,Linda,2221355,HAI764,2024-2025,16.3
Davis,Linda,2221276,HAI783,2024-2025,12.6
Bonaparte,Luigi,2221744,HAI677,2024-2025,14.3
Davis,David,2221721,HAI905,2024-2025,15.0
Rodriguez,Dorian,2221268,HAI349,2024-2025,19.7
Leroux,Nicolas,2221315,HAI826,2024-2025,16.6
Lefevre,Florian,2221228,HAI731,2024-2025,13.0
Valjean,Steve,2221276,HAI526,2024-2025,18.3
Valjean,Kevin,2221123,HAI909,2024-2025,18.6
Garcia,Jennifer,2221235,HAI254,2024-2025,14.9
Jameson,Ricardo,2221369,HAI548,2024-2025,10.3
Leroux,Napoleon,2221286,HAI976,2024-2025,18.3
